transaction_id,customer_id,age,account_balance,transaction_amount,transaction_type,merchant_category,device_type,transaction_location,is_foreign_transaction,failed_attempts_last_24h,avg_transaction_amount,transaction_frequency_24h,amount_deviation,is_fraud
TXN2314,CUST911,47,330956,3817.28,Online,Restaurant,Web,UK,1,4,3652,2,165.28,1
TXN2315,CUST51,21,460672,1817.61,POS,Electronics,Web,UK,0,2,1911,9,93.39,0
TXN2316,CUST1636,63,144703,6958.04,UPI,Electronics,Mobile,Nigeria,1,1,4722,8,2236.04,0
TXN2317,CUST1058,69,402604,1365.79,Online,Restaurant,Web,USA,1,1,4600,5,3234.21,0
TXN2318,CUST1371,20,26487,7215.53,ATM,Electronics,Mobile,UK,1,0,4061,2,3154.53,0
TXN2319,CUST1268,61,420363,2464.38,ATM,Restaurant,Web,UK,1,3,2486,10,21.62,0
TXN2320,CUST1711,65,406366,1779.48,POS,Electronics,Mobile,India,1,5,1251,6,528.48,1
TXN2321,CUST1763,43,392949,1687.55,UPI,Grocery,Mobile,India,1,2,1042,4,645.55,0
TXN2322,CUST578,26,78105,3115.68,Online,Restaurant,Mobile,USA,0,1,4411,2,1295.32,0
TXN2323,CUST662,54,173913,341.82,ATM,Travel,Web,Nigeria,1,5,1530,10,1188.18,1
TXN2324,CUST853,25,237680,1965.35,Online,Electronics,Web,UK,0,3,1839,3,126.35,0
TXN2325,CUST835,63,71219,3144.72,Online,Electronics,Web,India,1,1,3375,3,230.28,0
TXN2326,CUST702,66,56269,1877.05,Online,Grocery,Mobile,USA,0,3,2749,10,871.95,0
TXN2327,CUST1345,57,353882,4767.73,Online,Grocery,Mobile,Nigeria,0,1,3997,1,770.73,0
TXN2328,CUST1287,27,421838,4267.56,Online,Electronics,Web,UK,1,1,3417,1,850.56,0
TXN2329,CUST1832,30,26105,420.99,UPI,Electronics,Web,UK,0,4,4708,10,4287.01,1
TXN2330,CUST971,27,482267,5988.4,Online,Electronics,Web,Nigeria,1,3,3320,3,2668.4,0
TXN2331,CUST64,67,189609,3076.43,Online,Restaurant,Mobile,UK,1,4,2517,5,559.43,1
TXN2332,CUST1865,54,377729,3099.97,UPI,Grocery,Mobile,Nigeria,1,4,1889,2,1210.97,1
TXN2333,CUST1624,38,498409,100.0,POS,Grocery,Web,UK,0,2,1112,8,1012.0,0
TXN2334,CUST1370,45,97120,2342.99,POS,Electronics,Web,Nigeria,1,3,1610,8,732.99,0
TXN2335,CUST651,32,46828,1169.67,ATM,Grocery,Mobile,Nigeria,1,0,1661,2,491.33,0
TXN2336,CUST944,32,355078,4450.53,Online,Restaurant,Web,USA,1,1,2913,4,1537.53,0
TXN2337,CUST432,27,112372,6271.86,UPI,Grocery,Web,India,0,1,3141,10,3130.86,0
TXN2338,CUST961,46,263677,1203.6,POS,Grocery,Mobile,UK,1,5,657,3,546.6,1
TXN2339,CUST110,67,441655,3882.39,UPI,Restaurant,Web,UK,0,5,4835,5,952.61,1
TXN2340,CUST1274,60,354941,4324.11,Online,Travel,Web,India,1,0,4431,5,106.89,0
TXN2341,CUST1615,45,376671,5318.19,POS,Grocery,Mobile,Nigeria,0,4,3454,9,1864.19,1
TXN2342,CUST791,31,227516,897.38,POS,Grocery,Mobile,Nigeria,1,0,862,10,35.38,0
TXN2343,CUST355,40,388395,1864.34,UPI,Travel,Mobile,Nigeria,0,1,3114,8,1249.66,0
TXN2344,CUST943,32,114775,388.08,POS,Travel,Mobile,India,0,0,580,8,191.92,0
TXN2345,CUST61,55,485808,4824.49,POS,Electronics,Mobile,UK,1,1,3100,2,1724.49,0
TXN2346,CUST170,24,499245,679.71,POS,Restaurant,Web,Nigeria,1,4,3434,9,2754.29,1
TXN2347,CUST1075,37,153399,1455.58,POS,Travel,Web,UK,0,1,2682,7,1226.42,0
TXN2348,CUST1266,59,344613,1137.39,Online,Grocery,Web,UK,0,3,1734,1,596.61,0
TXN2349,CUST1088,26,429337,722.28,ATM,Restaurant,Mobile,UK,0,1,549,9,173.28,0
TXN2350,CUST1613,25,3622,4600.68,ATM,Restaurant,Mobile,USA,0,3,4654,10,53.32,0
TXN2351,CUST790,28,311791,5565.07,POS,Travel,Web,India,0,4,4187,6,1378.07,1
TXN2352,CUST1920,30,310912,3022.57,UPI,Grocery,Web,India,1,1,4794,4,1771.43,0
TXN2353,CUST1099,44,462241,11584.65,POS,Restaurant,Web,India,1,1,4821,10,6763.65,0
TXN2354,CUST1734,58,143259,2486.05,ATM,Grocery,Web,Nigeria,0,0,4957,3,2470.95,0
TXN2355,CUST174,33,473274,6471.95,UPI,Grocery,Web,UK,1,3,3319,4,3152.95,0
TXN2356,CUST222,60,421311,1035.56,ATM,Travel,Web,USA,1,4,666,8,369.56,1
TXN2357,CUST1248,24,451735,4948.41,Online,Grocery,Mobile,Nigeria,1,4,2687,2,2261.41,1
TXN2358,CUST1358,60,377920,4393.57,ATM,Electronics,Web,USA,1,0,2909,2,1484.57,0
TXN2359,CUST507,37,258445,1411.87,ATM,Grocery,Mobile,India,1,0,1107,3,304.87,0
TXN2360,CUST974,45,257825,2628.67,UPI,Electronics,Web,Nigeria,1,1,2281,4,347.67,0
TXN2361,CUST798,54,392594,8368.55,UPI,Grocery,Mobile,USA,1,2,4946,3,3422.55,0
TXN2362,CUST1239,53,65714,2608.81,Online,Travel,Mobile,UK,0,5,2644,3,35.19,1
TXN2363,CUST1963,20,490174,3181.59,UPI,Grocery,Mobile,India,1,4,3731,10,549.41,1
TXN2364,CUST41,48,68347,7439.47,POS,Restaurant,Mobile,Nigeria,1,4,4743,6,2696.47,1
TXN2365,CUST764,59,426025,1045.4,Online,Restaurant,Mobile,Nigeria,0,3,1158,2,112.6,0
TXN2366,CUST504,19,205062,3553.34,POS,Electronics,Mobile,UK,1,5,2218,4,1335.34,1
TXN2367,CUST1748,35,378340,3210.75,ATM,Electronics,Web,India,0,5,2594,4,616.75,1
TXN2368,CUST577,22,370009,1950.65,ATM,Electronics,Mobile,India,0,1,2982,9,1031.35,0
TXN2369,CUST1712,29,195386,2923.27,POS,Travel,Mobile,USA,1,5,3120,6,196.73,1
TXN2370,CUST1084,69,5334,855.54,ATM,Electronics,Mobile,USA,0,5,2274,6,1418.46,1
TXN2371,CUST1975,63,431774,1419.0,POS,Travel,Mobile,India,0,1,1341,5,78.0,0
TXN2372,CUST293,28,228843,826.07,POS,Travel,Web,Nigeria,0,1,1329,5,502.93,0
TXN2373,CUST854,64,63828,4699.47,UPI,Travel,Mobile,India,0,0,2732,2,1967.47,0
TXN2374,CUST1818,43,443471,2898.75,UPI,Travel,Mobile,UK,0,1,1879,3,1019.75,0
TXN2375,CUST793,64,57595,873.15,ATM,Travel,Mobile,India,0,4,1950,8,1076.85,1
TXN2376,CUST1724,31,191001,4213.76,Online,Travel,Mobile,UK,1,2,2235,4,1978.76,0
TXN2377,CUST1881,30,459831,2144.11,UPI,Grocery,Mobile,India,1,3,3125,4,980.89,0
TXN2378,CUST1535,20,272506,4126.12,POS,Grocery,Web,USA,1,2,4194,4,67.88,0
TXN2379,CUST672,42,139616,1081.84,POS,Electronics,Web,Nigeria,1,1,880,3,201.84,0
TXN2380,CUST436,34,103247,854.99,ATM,Grocery,Mobile,Nigeria,0,4,1266,10,411.01,1
TXN2381,CUST291,69,239681,576.23,ATM,Electronics,Mobile,UK,0,5,2384,10,1807.77,1
TXN2382,CUST152,42,93923,2530.79,UPI,Electronics,Web,Nigeria,0,2,3756,4,1225.21,0
TXN2383,CUST1642,38,98361,2185.27,POS,Electronics,Web,Nigeria,1,4,1329,10,856.27,1
TXN2384,CUST40,57,326723,1242.21,UPI,Travel,Mobile,Nigeria,0,2,1301,3,58.79,0
TXN2385,CUST625,54,110446,2913.41,Online,Travel,Web,UK,1,0,3229,9,315.59,0
TXN2386,CUST254,26,314432,1919.17,POS,Grocery,Mobile,Nigeria,0,2,879,4,1040.17,0
TXN2387,CUST1055,59,68193,2487.95,Online,Travel,Web,India,1,5,3285,7,797.05,1
TXN2388,CUST1586,44,28258,4390.69,POS,Travel,Mobile,UK,1,2,4965,1,574.31,0
TXN2389,CUST1518,22,319576,1522.87,POS,Grocery,Web,USA,1,3,1399,5,123.87,0
TXN2390,CUST990,65,217050,103.83,POS,Grocery,Mobile,UK,1,2,3262,7,3158.17,0
TXN2391,CUST746,21,276437,2637.46,UPI,Restaurant,Web,UK,1,3,4911,7,2273.54,0
TXN2392,CUST1933,27,282431,2361.75,UPI,Travel,Mobile,USA,0,3,3692,9,1330.25,0
TXN2393,CUST643,25,279913,3459.76,ATM,Restaurant,Web,UK,0,2,4856,9,1396.24,0
TXN2394,CUST1468,49,348771,585.84,POS,Travel,Web,USA,1,5,794,3,208.16,1
TXN2395,CUST285,32,433882,1045.7,Online,Grocery,Web,India,1,4,2251,8,1205.3,1
TXN2396,CUST1369,63,488704,3864.12,Online,Restaurant,Mobile,USA,1,2,4075,9,210.88,0
TXN2397,CUST341,64,103587,5614.03,POS,Restaurant,Mobile,UK,0,4,4536,7,1078.03,1
TXN2398,CUST296,65,292940,1660.7,Online,Travel,Web,UK,1,4,1690,1,29.3,1
TXN2399,CUST1791,36,141926,3061.03,ATM,Electronics,Mobile,India,0,2,2502,5,559.03,0
TXN2400,CUST676,56,388430,5626.93,POS,Travel,Mobile,Nigeria,0,2,4466,8,1160.93,0
TXN2401,CUST1951,63,36366,780.23,ATM,Restaurant,Web,UK,0,4,1496,8,715.77,1
TXN2402,CUST326,35,233702,1436.05,ATM,Electronics,Mobile,USA,1,1,3207,7,1770.95,0
TXN2403,CUST1095,38,391992,806.91,POS,Grocery,Mobile,USA,0,1,1431,6,624.09,0
TXN2404,CUST1681,54,107682,763.68,Online,Travel,Web,USA,1,1,742,3,21.68,0
TXN2405,CUST320,24,90817,1394.59,UPI,Restaurant,Mobile,USA,0,4,1535,3,140.41,1
TXN2406,CUST1949,55,359698,100.0,UPI,Travel,Mobile,USA,0,5,2663,2,2563.0,1
TXN2407,CUST247,60,270635,2185.23,POS,Restaurant,Web,USA,0,5,2245,10,59.77,1
TXN2408,CUST801,35,161730,576.59,POS,Electronics,Mobile,UK,0,1,671,2,94.41,0
TXN2409,CUST371,23,238812,1936.41,UPI,Electronics,Mobile,USA,1,1,1290,5,646.41,0
TXN2410,CUST147,20,230439,4973.9,POS,Electronics,Mobile,Nigeria,1,2,3759,9,1214.9,0
TXN2411,CUST1788,49,110502,5567.98,Online,Travel,Web,India,0,0,4207,8,1360.98,0
TXN2412,CUST1097,28,152112,5144.49,Online,Restaurant,Mobile,USA,0,1,4454,2,690.49,0
TXN2413,CUST1998,22,41742,9062.61,UPI,Travel,Mobile,Nigeria,1,3,4095,4,4967.61,0
TXN2414,CUST899,20,72168,2189.11,UPI,Travel,Web,Nigeria,1,3,2746,1,556.89,0
TXN2415,CUST1810,37,455753,3361.98,ATM,Electronics,Web,USA,0,4,3118,6,243.98,1
TXN2416,CUST647,66,316961,4274.58,Online,Travel,Mobile,Nigeria,0,4,4162,4,112.58,1
TXN2417,CUST76,69,39978,782.07,Online,Electronics,Mobile,Nigeria,0,3,701,10,81.07,0
TXN2418,CUST224,66,161545,1337.62,UPI,Electronics,Web,Nigeria,1,3,1457,7,119.38,0
TXN2419,CUST1418,39,318105,849.03,Online,Grocery,Mobile,India,0,4,823,6,26.03,1
TXN2420,CUST801,26,474319,921.34,POS,Restaurant,Mobile,UK,1,5,1076,8,154.66,1
TXN2421,CUST1576,32,256831,852.72,POS,Grocery,Web,Nigeria,0,4,3824,6,2971.28,1
TXN2422,CUST449,53,175478,615.08,UPI,Travel,Web,UK,0,4,810,4,194.92,1
TXN2423,CUST912,40,370282,811.76,ATM,Electronics,Mobile,USA,0,3,617,10,194.76,0
TXN2424,CUST929,48,494794,301.56,ATM,Electronics,Web,Nigeria,0,4,1820,8,1518.44,1
TXN2425,CUST568,39,429427,1842.11,POS,Travel,Web,UK,1,3,2464,3,621.89,0
TXN2426,CUST1833,65,415669,2429.17,POS,Grocery,Web,India,0,2,1588,7,841.17,0
TXN2427,CUST1684,31,216880,1591.85,ATM,Restaurant,Mobile,India,0,2,1427,9,164.85,0
TXN2428,CUST583,57,121812,3255.59,ATM,Electronics,Mobile,Nigeria,0,1,4865,8,1609.41,0
TXN2429,CUST515,42,273922,3148.31,POS,Restaurant,Web,Nigeria,0,4,2182,9,966.31,1
TXN2430,CUST224,34,239657,1810.14,Online,Restaurant,Mobile,USA,0,4,2150,9,339.86,1
TXN2431,CUST1671,26,494429,2745.47,POS,Restaurant,Mobile,Nigeria,1,0,4327,1,1581.53,0
TXN2432,CUST989,52,332673,3391.52,UPI,Travel,Mobile,UK,1,3,4493,4,1101.48,0
TXN2433,CUST1346,68,480824,1914.71,ATM,Travel,Mobile,USA,0,2,3635,5,1720.29,0
TXN2434,CUST1073,52,139035,1982.81,UPI,Travel,Mobile,India,0,0,1507,2,475.81,0
TXN2435,CUST76,62,78538,2641.45,POS,Electronics,Web,Nigeria,0,2,3854,6,1212.55,0
TXN2436,CUST348,45,209732,1949.76,POS,Travel,Web,UK,1,5,4437,5,2487.24,1
TXN2437,CUST1471,49,138358,1717.53,ATM,Restaurant,Mobile,India,1,1,1163,3,554.53,0
TXN2438,CUST1367,46,444437,7311.65,Online,Electronics,Web,UK,1,1,3590,4,3721.65,0
TXN2439,CUST621,28,81193,4034.72,UPI,Restaurant,Web,UK,1,2,4019,9,15.72,0
TXN2440,CUST1254,65,47468,2151.79,ATM,Grocery,Web,UK,1,0,1991,3,160.79,0
TXN2441,CUST1279,35,62635,7440.37,ATM,Travel,Mobile,India,0,3,3978,5,3462.37,0
TXN2442,CUST1534,25,17636,3251.7,UPI,Travel,Mobile,India,0,1,2043,7,1208.7,0
TXN2443,CUST478,57,494045,2077.45,UPI,Grocery,Mobile,Nigeria,1,1,2494,6,416.55,0
TXN2444,CUST998,60,294631,509.29,ATM,Grocery,Mobile,USA,1,0,1280,7,770.71,0
TXN2445,CUST603,31,492266,3148.09,POS,Restaurant,Mobile,India,1,0,4011,5,862.91,0
TXN2446,CUST1744,62,205226,1395.57,POS,Electronics,Mobile,USA,1,5,3850,3,2454.43,1
TXN2447,CUST1364,26,386041,1851.52,Online,Restaurant,Mobile,Nigeria,0,3,2729,3,877.48,0
TXN2448,CUST1650,32,7455,8733.62,UPI,Travel,Mobile,India,1,3,4791,9,3942.62,0
TXN2449,CUST772,56,322741,1665.54,ATM,Grocery,Web,UK,1,4,1409,8,256.54,1
TXN2450,CUST1794,33,368430,2190.8,Online,Travel,Web,UK,1,2,4293,5,2102.2,0
TXN2451,CUST1690,63,461806,1868.04,Online,Travel,Web,India,0,3,2319,8,450.96,0
TXN2452,CUST259,47,248334,2568.18,POS,Travel,Mobile,USA,1,0,3137,7,568.82,0
TXN2453,CUST1332,40,222790,5659.75,UPI,Grocery,Web,Nigeria,0,2,3561,5,2098.75,0
TXN2454,CUST1709,42,218634,4732.79,Online,Travel,Web,Nigeria,1,2,2807,6,1925.79,0
TXN2455,CUST234,27,60447,311.23,Online,Travel,Web,Nigeria,1,3,3796,2,3484.77,0
TXN2456,CUST1651,36,261020,5387.57,UPI,Grocery,Web,Nigeria,0,5,4458,7,929.57,1
TXN2457,CUST899,60,104925,1121.61,UPI,Travel,Web,USA,1,3,712,4,409.61,0
TXN2458,CUST93,28,303690,2434.93,ATM,Electronics,Web,UK,1,2,2834,2,399.07,0
TXN2459,CUST747,70,424205,2826.69,UPI,Restaurant,Mobile,UK,1,3,2662,5,164.69,0
TXN2460,CUST604,18,209989,3360.37,UPI,Electronics,Mobile,Nigeria,1,3,2527,8,833.37,0
TXN2461,CUST1903,22,188813,1038.28,UPI,Restaurant,Web,USA,1,5,1170,6,131.72,1
TXN2462,CUST874,61,330028,5329.17,ATM,Electronics,Mobile,UK,1,4,4708,8,621.17,1
TXN2463,CUST287,45,347645,602.68,UPI,Restaurant,Web,Nigeria,0,1,2462,8,1859.32,0
TXN2464,CUST237,56,470001,6213.72,UPI,Travel,Web,USA,1,0,4600,6,1613.72,0
TXN2465,CUST1990,40,137507,3433.65,UPI,Electronics,Web,USA,1,1,3504,6,70.35,0
TXN2466,CUST662,32,409420,1366.21,UPI,Travel,Mobile,UK,1,0,929,5,437.21,0
TXN2467,CUST1649,24,17361,1816.64,UPI,Travel,Mobile,UK,1,2,4525,4,2708.36,0
TXN2468,CUST690,55,333765,8692.42,POS,Electronics,Mobile,USA,1,2,2816,4,5876.42,0
TXN2469,CUST6,40,25928,858.74,POS,Grocery,Mobile,India,0,4,887,5,28.26,1
TXN2470,CUST1491,30,432722,481.61,UPI,Electronics,Mobile,USA,0,1,1126,3,644.39,0
TXN2471,CUST1255,28,181977,4119.58,Online,Restaurant,Web,UK,1,1,3862,10,257.58,0
TXN2472,CUST939,54,462848,5644.92,Online,Restaurant,Web,Nigeria,1,2,4053,7,1591.92,0
TXN2473,CUST1945,67,186661,810.17,Online,Grocery,Mobile,UK,0,5,1842,3,1031.83,1
TXN2474,CUST1832,34,296211,788.45,POS,Restaurant,Mobile,USA,0,2,3745,1,2956.55,0
TXN2475,CUST1352,19,446675,5253.9,ATM,Electronics,Mobile,India,1,5,3568,4,1685.9,1
TXN2476,CUST1760,55,408113,1115.09,UPI,Electronics,Mobile,UK,1,3,2696,8,1580.91,0
TXN2477,CUST1827,34,212301,5334.54,UPI,Travel,Mobile,India,1,1,4283,8,1051.54,0
TXN2478,CUST1224,21,489663,1305.17,UPI,Travel,Mobile,Nigeria,0,1,2414,9,1108.83,0
TXN2479,CUST1057,65,227603,2525.28,Online,Restaurant,Web,USA,1,0,2052,1,473.28,0
TXN2480,CUST1396,29,254672,3153.99,UPI,Electronics,Web,Nigeria,0,0,2357,9,796.99,0
TXN2481,CUST72,61,37303,499.13,POS,Travel,Mobile,Nigeria,1,3,791,2,291.87,0
TXN2482,CUST1805,67,127106,7215.23,Online,Restaurant,Web,UK,1,1,3792,9,3423.23,0
TXN2483,CUST1449,57,21434,3347.68,Online,Grocery,Web,UK,1,2,4375,4,1027.32,0
TXN2484,CUST614,28,89464,1390.7,UPI,Electronics,Mobile,UK,1,3,1256,5,134.7,0
TXN2485,CUST580,33,391863,2511.14,Online,Electronics,Web,India,0,4,1908,7,603.14,1
TXN2486,CUST1067,65,252942,2203.77,POS,Restaurant,Web,UK,1,1,2693,2,489.23,0
TXN2487,CUST1723,63,257717,977.36,UPI,Travel,Web,Nigeria,1,0,716,6,261.36,0
TXN2488,CUST436,47,59347,3635.41,UPI,Grocery,Web,Nigeria,0,2,3445,7,190.41,0
TXN2489,CUST410,66,356347,4795.84,Online,Travel,Mobile,USA,0,2,3357,9,1438.84,0
TXN2490,CUST591,27,296961,2501.7,Online,Electronics,Mobile,USA,1,2,2854,7,352.3,0
TXN2491,CUST91,20,44959,4867.46,ATM,Grocery,Mobile,India,0,0,3420,7,1447.46,0
TXN2492,CUST468,18,89608,3442.11,ATM,Electronics,Web,USA,1,2,2482,6,960.11,0
TXN2493,CUST1326,28,253074,285.5,POS,Travel,Web,Nigeria,0,1,627,7,341.5,0
TXN2494,CUST1037,49,439473,2725.15,POS,Travel,Mobile,Nigeria,0,2,2905,9,179.85,0
TXN2495,CUST131,44,419522,3664.95,POS,Restaurant,Web,India,0,3,3604,2,60.95,0
TXN2496,CUST1280,19,415154,170.67,ATM,Electronics,Mobile,India,1,4,3613,10,3442.33,1
TXN2497,CUST613,29,127960,992.14,POS,Electronics,Web,Nigeria,0,5,961,3,31.14,1
TXN2498,CUST23,59,300102,4883.83,ATM,Restaurant,Web,India,0,3,4503,3,380.83,0
TXN2499,CUST1931,24,161609,424.67,ATM,Electronics,Mobile,Nigeria,1,0,503,10,78.33,0
TXN2500,CUST311,52,43735,2288.02,UPI,Electronics,Web,India,0,1,2741,10,452.98,0
TXN2501,CUST1646,38,24688,5735.06,POS,Restaurant,Web,USA,1,4,4464,10,1271.06,1
TXN2502,CUST982,65,35176,6120.2,ATM,Restaurant,Mobile,Nigeria,1,0,4019,5,2101.2,0
TXN2503,CUST874,44,410304,100.0,UPI,Restaurant,Web,UK,1,4,4369,5,4269.0,1
TXN2504,CUST1772,60,35872,3473.47,ATM,Grocery,Mobile,India,1,2,2328,5,1145.47,0
TXN2505,CUST52,70,336701,817.88,POS,Travel,Mobile,Nigeria,0,1,3958,10,3140.12,0
TXN2506,CUST583,35,493300,5216.14,POS,Electronics,Web,Nigeria,0,5,4443,7,773.14,1
TXN2507,CUST1958,55,309036,2333.76,Online,Travel,Web,Nigeria,1,5,1837,7,496.76,1
TXN2508,CUST584,18,203283,3095.51,Online,Restaurant,Mobile,India,1,2,1981,4,1114.51,0
TXN2509,CUST526,21,146860,4904.66,Online,Travel,Mobile,India,1,5,2863,2,2041.66,1
TXN2510,CUST908,27,392048,2147.34,ATM,Grocery,Web,UK,1,5,2491,3,343.66,1
TXN2511,CUST1910,48,100996,1856.42,Online,Restaurant,Mobile,Nigeria,1,1,870,7,986.42,0
TXN2512,CUST1713,21,482163,6334.61,Online,Restaurant,Mobile,UK,0,4,4939,2,1395.61,1
TXN2513,CUST1891,59,353919,3878.34,POS,Electronics,Mobile,India,0,1,2630,7,1248.34,0
TXN2514,CUST1368,55,7620,100.0,UPI,Grocery,Web,India,1,1,1267,1,1167.0,0
TXN2515,CUST1027,22,104967,1190.61,ATM,Restaurant,Web,USA,1,1,907,3,283.61,0
TXN2516,CUST529,36,250632,4503.7,UPI,Grocery,Web,Nigeria,1,4,4268,4,235.7,1
TXN2517,CUST1855,46,48780,128.8,UPI,Electronics,Mobile,Nigeria,1,4,4114,10,3985.2,1
TXN2518,CUST1082,37,382797,3726.56,Online,Restaurant,Web,UK,0,1,3447,9,279.56,0
TXN2519,CUST1113,32,234702,1144.92,POS,Electronics,Mobile,India,1,1,1305,3,160.08,0
TXN2520,CUST1315,61,343103,1726.63,ATM,Restaurant,Web,Nigeria,1,2,1751,1,24.37,0
TXN2521,CUST1868,40,302605,1109.47,Online,Travel,Web,USA,1,3,835,10,274.47,0
TXN2522,CUST1929,56,456211,139.33,ATM,Electronics,Mobile,India,0,2,1501,6,1361.67,0
TXN2523,CUST308,67,331741,100.0,ATM,Electronics,Mobile,USA,1,3,2140,8,2040.0,0
TXN2524,CUST136,27,263052,183.21,POS,Travel,Web,Nigeria,1,1,1174,4,990.79,0
TXN2525,CUST1827,37,270315,1715.41,ATM,Electronics,Web,Nigeria,0,5,1967,8,251.59,1
TXN2526,CUST1977,59,369825,7041.66,ATM,Electronics,Mobile,UK,0,5,4055,6,2986.66,1
TXN2527,CUST1044,35,155918,1437.5,Online,Restaurant,Mobile,India,0,3,1246,7,191.5,0
TXN2528,CUST86,49,373416,2916.61,Online,Grocery,Web,USA,0,4,2993,5,76.39,1
TXN2529,CUST819,40,109935,6560.39,Online,Electronics,Web,USA,1,3,3387,10,3173.39,0
TXN2530,CUST1846,54,427358,2246.04,POS,Restaurant,Web,India,1,4,3134,2,887.96,1
TXN2531,CUST961,59,429826,2871.0,POS,Electronics,Web,UK,1,1,1950,7,921.0,0
TXN2532,CUST734,43,152589,279.98,UPI,Grocery,Web,Nigeria,0,1,1648,2,1368.02,0
TXN2533,CUST1587,51,312879,2107.9,UPI,Travel,Mobile,India,1,2,3606,4,1498.1,0
TXN2534,CUST1236,62,87016,5787.22,ATM,Travel,Web,India,1,1,3500,4,2287.22,0
TXN2535,CUST1674,18,299504,1937.4,Online,Grocery,Mobile,UK,0,2,1554,7,383.4,0
TXN2536,CUST84,38,209278,2082.7,ATM,Electronics,Web,USA,0,1,3134,2,1051.3,0
TXN2537,CUST672,40,467179,2807.42,Online,Electronics,Web,India,0,4,3580,6,772.58,1
TXN2538,CUST1030,57,76189,735.04,UPI,Restaurant,Web,UK,0,4,2133,5,1397.96,1
TXN2539,CUST470,27,102039,757.36,Online,Electronics,Web,India,1,2,1407,7,649.64,0
TXN2540,CUST412,37,79692,1486.51,UPI,Grocery,Mobile,USA,0,4,4381,3,2894.49,1
TXN2541,CUST1271,33,283786,2136.47,Online,Grocery,Mobile,Nigeria,1,3,3083,4,946.53,0
TXN2542,CUST1053,47,430286,3511.56,POS,Grocery,Web,UK,1,1,3843,10,331.44,0
TXN2543,CUST1149,63,327928,2369.88,UPI,Restaurant,Mobile,Nigeria,0,2,2385,10,15.12,0
TXN2544,CUST1570,48,286033,1784.96,UPI,Travel,Web,Nigeria,0,1,1546,4,238.96,0
TXN2545,CUST748,19,461223,1304.98,POS,Travel,Mobile,Nigeria,0,2,4436,1,3131.02,0
TXN2546,CUST143,48,239750,987.41,POS,Electronics,Mobile,India,1,5,3142,1,2154.59,1
TXN2547,CUST1824,41,84923,2479.05,POS,Grocery,Mobile,UK,0,4,2812,7,332.95,1
TXN2548,CUST695,24,184503,5380.34,POS,Grocery,Mobile,USA,1,1,4651,10,729.34,0
TXN2549,CUST1409,20,491869,5856.2,UPI,Grocery,Mobile,USA,0,5,4330,6,1526.2,1
TXN2550,CUST398,56,3312,1124.69,UPI,Travel,Mobile,India,0,5,1192,6,67.31,1
TXN2551,CUST466,27,279011,3585.82,UPI,Electronics,Web,USA,0,0,3912,5,326.18,0
TXN2552,CUST464,57,176510,761.6,POS,Travel,Mobile,USA,0,1,897,5,135.4,0
TXN2553,CUST62,38,271908,1945.26,ATM,Grocery,Mobile,USA,0,2,2653,2,707.74,0
TXN2554,CUST1845,41,214406,177.93,Online,Electronics,Web,India,0,5,822,7,644.07,1
TXN2555,CUST15,25,382085,1012.09,UPI,Restaurant,Mobile,UK,0,0,756,10,256.09,0
TXN2556,CUST867,67,137874,4920.12,Online,Restaurant,Mobile,Nigeria,1,3,3963,4,957.12,0
TXN2557,CUST238,56,451198,5817.0,ATM,Electronics,Web,India,1,5,4697,4,1120.0,1
TXN2558,CUST590,58,176099,189.41,Online,Grocery,Mobile,Nigeria,0,4,4920,2,4730.59,1
TXN2559,CUST1584,41,125677,6069.77,ATM,Restaurant,Web,Nigeria,0,4,4954,2,1115.77,1
TXN2560,CUST1535,54,46234,4522.62,UPI,Electronics,Mobile,Nigeria,1,0,3574,10,948.62,0
TXN2561,CUST623,24,476875,2287.92,Online,Restaurant,Web,USA,0,3,2978,9,690.08,0
TXN2562,CUST1826,29,168683,4314.78,ATM,Restaurant,Mobile,USA,0,3,3174,1,1140.78,0
TXN2563,CUST687,58,77348,161.71,UPI,Travel,Web,Nigeria,0,2,4388,1,4226.29,0
TXN2564,CUST325,28,358376,2022.92,ATM,Grocery,Mobile,India,0,1,2391,2,368.08,0
TXN2565,CUST1211,28,454780,3570.87,ATM,Electronics,Mobile,USA,0,0,2425,9,1145.87,0
TXN2566,CUST1170,24,76977,1385.7,POS,Electronics,Web,UK,0,4,4158,10,2772.3,1
TXN2567,CUST980,19,65143,6386.03,Online,Grocery,Mobile,India,0,4,3576,6,2810.03,1
TXN2568,CUST90,33,26156,5405.96,UPI,Restaurant,Web,Nigeria,0,2,4490,5,915.96,0
TXN2569,CUST798,59,308692,3765.71,POS,Grocery,Web,India,0,1,4515,4,749.29,0
TXN2570,CUST426,69,292501,1400.46,UPI,Electronics,Mobile,India,1,1,2541,5,1140.54,0
TXN2571,CUST146,63,428752,2588.17,POS,Travel,Mobile,UK,0,0,1961,6,627.17,0
TXN2572,CUST1197,37,394229,4900.08,POS,Restaurant,Web,Nigeria,1,5,3809,10,1091.08,1
TXN2573,CUST1058,54,339398,2539.86,POS,Grocery,Mobile,India,1,1,1655,9,884.86,0
TXN2574,CUST1064,61,177612,5070.49,UPI,Travel,Web,USA,1,2,4347,10,723.49,0
TXN2575,CUST147,23,436255,4216.47,Online,Travel,Web,Nigeria,1,1,3792,5,424.47,0
TXN2576,CUST236,58,281277,7190.22,POS,Electronics,Web,Nigeria,0,0,3637,5,3553.22,0
